ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,Local_Image_Path
41664,Wael Shawky,Egyptian,Male,1971,0,homepage_artist_image\Wael Shawky.jpg
42455,Zanele Muholi,South African,Female,1972,0,homepage_artist_image\Zanele Muholi.jpg
42787,Carol Rama,Italian,Female,1918,2015,homepage_artist_image\Carol Rama.jpg
45801,Ed Clark,American,Male,1926,2019,homepage_artist_image\Ed Clark.jpg
45968,Beatrice Trueblood,British,Female,1938,0,homepage_artist_image\Beatrice Trueblood.jpg
47017,Eldzier Cortor,American,Male,1916,2015,homepage_artist_image\Eldzier Cortor.jpg
47165,Annie Leibovitz,American,Female,1949,0,homepage_artist_image\Annie Leibovitz.jpg
47462,Etel Adnan,American,Female,1925,0,homepage_artist_image\Etel Adnan.jpg
47846,Aretha Franklin,American,Female,1942,2018,homepage_artist_image\Aretha Franklin.jpg
47922,Claude Parent,French,Male,1923,2016,homepage_artist_image\Claude Parent.jpg
47977,Gilbert Baker,American,Male,1951,2017,homepage_artist_image\Gilbert Baker.jpg
49095,Nancy Reddin Kienholz,American,Female,1943,2019,homepage_artist_image\Nancy Reddin Kienholz.jpg
49571,John Akomfrah,British,Male,1957,0,homepage_artist_image\John Akomfrah.jpg
67100,Ali Tayar,American,Male,1959,2016,homepage_artist_image\Ali Tayar.jpg
67122,Giorgia Lupi,Italian,Female,1981,0,homepage_artist_image\Giorgia Lupi.jpg
67665,Fré Cohen,Dutch,Female,1903,1943,homepage_artist_image\Fré Cohen.jpg
67667,Steve Kahn,American,Male,1943,2018,homepage_artist_image\Steve Kahn.jpg
68020,Theaster Gates,American,Male,1973,0,homepage_artist_image\Theaster Gates.jpg
68023,Adrian Ghenie,Romanian,Male,1977,0,homepage_artist_image\Adrian Ghenie.jpg
68159,Barkley L. Hendricks,American,Male,1945,2017,homepage_artist_image\Barkley L. Hendricks.jpg
69618,Jerry Lewis,American,Male,1926,2017,homepage_artist_image\Jerry Lewis.jpg
74001,Kikuo Saito,American,Male,1939,2016,homepage_artist_image\Kikuo Saito.jpg
74339,Saloua Raouda Choucair,Lebanese,Female,1916,2017,homepage_artist_image\Saloua Raouda Choucair.jpg
74643,Phase 2,American,Male,1955,2019,homepage_artist_image\Phase 2.jpg
75704,Jonathan Demme,American,Male,1944,2017,homepage_artist_image\Jonathan Demme.jpg
131840,Terry Dennett,British,Male,1938,2018,homepage_artist_image\Terry Dennett.jpg
131903,Laure Prouvost,French,Female,1978,0,homepage_artist_image\Laure Prouvost.jpg
